ID,family
NC_010247,Arenaviridae
NC_001414,Retroviridae
NC_005855,Geminiviridae
NC_012868,Microviridae
NC_002034,Bromoviridae
NC_003659,Spinareoviridae
NC_015691,Papillomaviridae
NC_015692,Papillomaviridae
NC_001753,Alphaflexiviridae
NC_001930,Geminiviridae
NC_001359,Geminiviridae
NC_001931,Geminiviridae
NC_001741,Microviridae
NC_009252,Sedoreoviridae
NC_005302,Nairoviridae
NC_003514,Benyviridae
NC_002187,Tombusviridae
NC_003006,Spinareoviridae
NC_001507,Geminiviridae
NC_003011,Spinareoviridae
NC_003012,Spinareoviridae
NC_003009,Spinareoviridae
NC_003566,Nanoviridae
NC_004016,Potyviridae
NC_004159,Nairoviridae
NC_005300,Nairoviridae
NC_010294,Geminiviridae
NC_010315,Nanoviridae
NC_010316,Nanoviridae
NC_010318,Nanoviridae
NC_004044,Geminiviridae
NC_001932,Geminiviridae
NC_002323,Phenuiviridae
AC_000007,Adenoviridae
NC_010319,Nanoviridae
NC_010703,Arenaviridae
NC_010648,Geminiviridae
NC_001539,Parvoviridae
NC_010591,Spinareoviridae
NC_010667,Spinareoviridae
NC_003862,Geminiviridae
NC_002327,Phenuiviridae
NC_002351,Virgaviridae
NC_002359,Virgaviridae
NC_002160,Tombusviridae
NC_015706,Alphaflexiviridae
NC_015718,Parvoviridae
NC_009892,Betaflexiviridae
NC_010739,Papillomaviridae
NC_002325,Phenuiviridae
NC_002531,Orthoherpesviridae
NC_003010,Spinareoviridae
NC_001439,Geminiviridae
NC_004500,Papillomaviridae
NC_006062,Closteroviridae
NC_005635,Geminiviridae
NC_011616,Baculoviridae
NC_013461,Nodaviridae
NC_001556,Virgaviridae
NC_009536,Bromoviridae
NC_001944,Circoviridae
NC_012561,Togaviridae
NC_008585,Closteroviridae
NC_001617,Picornaviridae
NC_003820,Alphaflexiviridae
NC_010704,Hantaviridae
NC_001828,Geminiviridae
NC_005136,Potyviridae
NC_012585,Mitoviridae
NC_006007,Sedoreoviridae
NC_003645,Nanoviridae
NC_002356,Virgaviridae
NC_003300,Cystoviridae
NC_003299,Cystoviridae
NC_003301,Cystoviridae
NC_007724,Geminiviridae
NC_003379,Geminiviridae
NC_001746,Tymoviridae
NC_003327,Inoviridae
NC_003657,Spinareoviridae
NC_005320,Geminiviridae
NC_001671,Potyviridae
NC_006012,Sedoreoviridae
NC_004146,Nodaviridae
NC_006358,Geminiviridae
NC_003619,Tospoviridae
NC_001641,Totiviridae
NC_001868,Geminiviridae
NC_005074,Totiviridae
NC_005850,Geminiviridae
NC_005851,Geminiviridae
NC_005853,Geminiviridae
NC_011501,Sedoreoviridae
NC_011502,Sedoreoviridae
NC_012639,Baculoviridae
NC_009947,Chrysoviridae
NC_015877,Spinareoviridae
NC_015878,Spinareoviridae
NC_015883,Spinareoviridae
NC_003548,Bromoviridae
NC_003501,Potyviridae
NC_007290,Geminiviridae
NC_007744,Sedoreoviridae
NC_003479,Nanoviridae
NC_007638,Geminiviridae
NC_009553,Geminiviridae
NC_014823,Totiviridae
NC_016157,Papillomaviridae
NC_001990,Alphatetraviridae
NC_005084,Paramyxoviridae
NC_023812,Togaviridae
NC_004828,Parvoviridae
NC_008040 NC_004137,Nodaviridae
NC_009894,Peribunyaviridae
NC_008041 NC_004136,Nodaviridae
NC_001357,Papillomaviridae
NC_003498,Caulimoviridae
NC_004121,Bromoviridae
NC_003554,Caulimoviridae
NC_016417,Closteroviridae
NC_011181,Geminiviridae
NC_004581,Geminiviridae
NC_005895,Closteroviridae
NC_001341,Plectroviridae
NC_003775,Tombusviridae
NC_003633,Tombusviridae
NC_003825,Geminiviridae
NC_011182,Geminiviridae
NC_011187 NC_014608,Solemoviridae
NC_002615,Caliciviridae
NC_003512,Virgaviridae
NC_003837,Bromoviridae
NC_001625,Solemoviridae
NC_002026,Bromoviridae
NC_002027,Bromoviridae
NC_008172,Sedoreoviridae
NC_008174,Sedoreoviridae
NC_008176,Sedoreoviridae
NC_004047,Potyviridae
NC_003617,Closteroviridae
NC_001836,Closteroviridae
NC_001768,Potyviridae
NC_008181,Sedoreoviridae
NC_006934,Retroviridae
NC_007729,Tombusviridae
NC_007155,Spinareoviridae
NC_001502,Retroviridae
NC_007915,Totiviridae
NC_002990,Potyviridae
NC_002991,Potyviridae
NC_003788,Secoviridae
NC_003003,Secoviridae
NC_003004,Secoviridae
NC_009533,Tombusviridae
NC_010561,Closteroviridae
NC_010647,Geminiviridae
NC_004017,Potyviridae
NC_004013,Potyviridae
NC_003433,Togaviridae
NC_003791,Secoviridae
NC_004123,Closteroviridae
NC_007904,Arenaviridae
NC_006024,Sedoreoviridae
NC_005174,Spinareoviridae
NC_010590,Spinareoviridae
NC_012492,Geminiviridae
NC_012484,Tymoviridae
NC_009224,Totiviridae
NC_005219,Hantaviridae
NC_003418,Geminiviridae
NC_011919,Geminiviridae
NC_011702,Closteroviridae
NC_011704,Caliciviridae
NC_011705,Partitiviridae
NC_001615,Rhabdoviridae
NC_001634,Caulimoviridae
NC_004296,Arenaviridae
NC_006573,Arenaviridae
NC_012536,Sedoreoviridae
NC_012537,Sedoreoviridae
NC_003630,Virgaviridae
NC_009354,Geminiviridae
NC_012538,Sedoreoviridae
NC_012539,Sedoreoviridae
NC_012540,Sedoreoviridae
NC_012543,Sedoreoviridae
NC_012544,Sedoreoviridae
NC_012545,Sedoreoviridae
NC_012546,Sedoreoviridae
NC_002036,Virgaviridae
NC_001343,Caulimoviridae
NC_008780,Geminiviridae
NC_016081,Closteroviridae
NC_011765,Papillomaviridae
NC_012553,Geminiviridae
NC_012554,Geminiviridae
NC_004297,Arenaviridae
NC_021874,Partitiviridae
NC_016082,Geminiviridae
NC_008794,Geminiviridae
NC_016416,Closteroviridae
NC_038011,Chrysoviridae
NC_003786,Secoviridae
NC_003510,Virgaviridae
NC_003792,Secoviridae
NC_006276,Partitiviridae
NC_006275,Partitiviridae
NC_007559,Sedoreoviridae
NC_010329,Papillomaviridae
NC_001575,Solemoviridae
NC_002208,Orthomyxoviridae
NC_002209,Orthomyxoviridae
NC_002204,Orthomyxoviridae
NC_002210,Orthomyxoviridae
NC_010293,Geminiviridae
NC_014739,Geminiviridae
NC_001608,Filoviridae
NC_002207,Orthomyxoviridae
NC_004219,Sedoreoviridae
NC_006004,Sedoreoviridae
NC_003842,Bromoviridae
NC_003924,Dicistroviridae
NC_004161,Filoviridae
NC_003751,Spinareoviridae
NC_003866,Geminiviridae
NC_015843 NC_016958 NC_018670,Flaviviridae
NC_010276,Baculoviridae
NC_010437 NC_010436 NC_028756 NC_028761,Coronaviridae
NC_003500,Tombusviridae
NC_010759,Arenaviridae
NC_010760,Arenaviridae
NC_010761,Arenaviridae
NC_006269,Caliciviridae
NC_005997,Sedoreoviridae
NC_001488,Retroviridae
NC_009448,Picornaviridae
NC_010490,Tospoviridae
NC_010491,Tospoviridae
NC_009550,Geminiviridae
NC_009644,Geminiviridae
NC_009030,Geminiviridae
NC_010737,Caulimoviridae
NC_010738,Caulimoviridae
NC_012798,Picornaviridae
NC_005234,Hantaviridae
NC_005233,Hantaviridae
NC_001661,Closteroviridae
NC_010746,Spinareoviridae
NC_010747,Spinareoviridae
NC_010748,Spinareoviridae
NC_010750,Spinareoviridae
NC_010753,Spinareoviridae
NC_014740,Geminiviridae
NC_014742,Potyviridae
NC_004060,Solemoviridae
NC_011345,Baculoviridae
NC_011346,Geminiviridae
NC_011347,Geminiviridae
NC_011349,Picornaviridae
NC_003734,Spinareoviridae
NC_003898,Geminiviridae
NC_002555,Geminiviridae
NC_001491,Orthoherpesviridae
NC_003015,Spinareoviridae
NC_000936,Parvoviridae
NC_004809,Closteroviridae
NC_007592,Spinareoviridae
NC_007589,Spinareoviridae
NC_004220,Sedoreoviridae
NC_003549,Secoviridae
NC_003622,Secoviridae
NC_003545,Secoviridae
NC_003544,Secoviridae
NC_013414,Geminiviridae
NC_007656,Sedoreoviridae
NC_007658,Sedoreoviridae
NC_007659,Sedoreoviridae
NC_007660,Sedoreoviridae
NC_007664,Sedoreoviridae
NC_007665,Sedoreoviridae
NC_004014,Virgaviridae
NC_004724,Closteroviridae
NC_003811,Virgaviridae
NC_004090,Geminiviridae
NC_011539,Tymoviridae
NC_011583,Geminiviridae
NC_004824,Geminiviridae
NC_004825,Geminiviridae
NC_005031,Geminiviridae
NC_011423,Baculoviridae
NC_003482,Potyviridae
NC_001793,Tymoviridae
NC_004039,Potyviridae
NC_007553,Sedoreoviridae
NC_007554,Sedoreoviridae
NC_007666,Spinareoviridae
NC_007668,Spinareoviridae
NC_007669,Spinareoviridae
NC_007671,Spinareoviridae
NC_007415,Alphaflexiviridae
NC_012636,Parvoviridae
NC_011503,Sedoreoviridae
NC_011504,Sedoreoviridae
NC_011506,Sedoreoviridae
NC_011508,Sedoreoviridae
NC_011509,Sedoreoviridae
NC_003491,Solemoviridae
NC_002634,Potyviridae
NC_007017,Tombusviridae
NC_001486,Hepadnaviridae
NC_007150,Papillomaviridae
NC_003844,Bromoviridae
NC_006948,Alphaflexiviridae
NC_007748,Sedoreoviridae
NC_007754,Sedoreoviridae
NC_007756,Sedoreoviridae
NC_007742,Sedoreoviridae
NC_007743,Sedoreoviridae
NC_007746,Sedoreoviridae
NC_007747,Sedoreoviridae
NC_008171,Sedoreoviridae
NC_004210,Sedoreoviridae
NC_005223,Hantaviridae
NC_002058 NC_001428 NC_014336,Picornaviridae
NC_003224,Potyviridae
NC_003805,Virgaviridae
NC_002194 NC_008355,Microviridae
NC_011510,Sedoreoviridae
NC_017085,Polyomaviridae
NC_017714,Rhabdoviridae
NC_017716,Papillomaviridae
NC_016660,Geminiviridae
NC_007018,Parvoviridae
NC_006555,Parvoviridae
NC_003821,Tombusviridae
NC_004909,Orthomyxoviridae
NC_004910,Orthomyxoviridae
NC_004912,Orthomyxoviridae
NC_014977,Nodaviridae
NC_002049,Geminiviridae
NC_002358,Virgaviridae
NC_002657,Flaviviridae
NC_001593,Papillomaviridae
NC_016403,Picornaviridae
NC_016404,Betaflexiviridae
NC_017084,Totiviridae
NC_007376,Orthomyxoviridae
NC_007377,Orthomyxoviridae
NC_004051,Narnaviridae
NC_007357,Orthomyxoviridae
NC_007359,Orthomyxoviridae
NC_005977,Partitiviridae
NC_008039,Bromoviridae
NC_008178,Sedoreoviridae
NC_008179,Sedoreoviridae
NC_006567,Bromoviridae
NC_007563,Sedoreoviridae
NC_003562,Nanoviridae
NC_007222,Partitiviridae
NC_013415,Geminiviridae
NC_013455,Caulimoviridae
NC_010754,Partitiviridae
NC_005237,Hantaviridae
NC_002532,Arteriviridae
NC_012485 NC_014187,Papillomaviridae
NC_012486 NC_014183,Papillomaviridae
NC_016405,Iflaviridae
NC_015785,Microviridae
NC_015936,Picornaviridae
NC_007360,Orthomyxoviridae
NC_007364,Orthomyxoviridae
NC_007366,Orthomyxoviridae
NC_007367,Orthomyxoviridae
NC_007368,Orthomyxoviridae
NC_007369,Orthomyxoviridae
NC_013774,Circoviridae
NC_007561,Sedoreoviridae
NC_007564,Sedoreoviridae
NC_007565,Sedoreoviridae
NC_007568,Sedoreoviridae
NC_007026,Picobirnaviridae
NC_007027,Picobirnaviridae
NC_007193,Bacilladnaviridae
NC_016962,Togaviridae
NC_009243,Sedoreoviridae
NC_004751,Solemoviridae
NC_002198,Solemoviridae
NC_007370,Orthomyxoviridae
NC_007454,Paramyxoviridae
NC_007020,Rhabdoviridae
NC_002633,Virgaviridae
NC_006950,Tymoviridae
NC_001933,Geminiviridae
NC_008393,Potyviridae
NC_006964,Secoviridae
NC_006965,Secoviridae
NC_007433,Potyviridae
NC_008706,Bromoviridae
NC_010618,Geminiviridae
NC_010351,Partitiviridae
NC_010349,Partitiviridae
NC_014593,Amalgaviridae
NC_014743,Polyomaviridae
NC_004173,Cystoviridae
NC_004175,Cystoviridae
NC_003688,Solemoviridae
NC_003743,Solemoviridae
NC_001696,Solemoviridae
NC_001729,Parvoviridae
NC_002023,Orthomyxoviridae
NC_002019,Orthomyxoviridae
NC_002017,Orthomyxoviridae
NC_008707,Bromoviridae
NC_008734,Spinareoviridae
NC_008735,Spinareoviridae
NC_008184,Papillomaviridae
NC_011310,Polyomaviridae
NC_009527,Rhabdoviridae
NC_001929,Geminiviridae
NC_000870,Geminiviridae
NC_004071,Geminiviridae
NC_005330,Geminiviridae
NC_003776,Phenuiviridae
NC_003824,Totiviridae
NC_003833,Bromoviridae
NC_003834,Bromoviridae
NC_003835,Bromoviridae
NC_003857,Geminiviridae
NC_009011,Baculoviridae
NC_009088,Geminiviridae
NC_004286,Parvoviridae
NC_004288,Parvoviridae
NC_004363,Bromoviridae
NC_004364,Bromoviridae
NC_001407,Retroviridae
NC_004006,Bromoviridae
NC_004007,Bromoviridae
NC_004181,Spinareoviridae
NC_004182,Spinareoviridae
NC_004183,Spinareoviridae
NC_004184,Spinareoviridae
NC_006051,Aspiviridae
NC_007737,Sedoreoviridae
NC_008056,Geminiviridae
NC_003761,Sedoreoviridae
NC_004423,Virgaviridae
NC_003642,Nanoviridae
NC_004186,Spinareoviridae
NC_004187,Spinareoviridae
NC_004191,Spinareoviridae
NC_004212,Sedoreoviridae
NC_004213,Sedoreoviridae
NC_004214,Sedoreoviridae
NC_004292,Arenaviridae
NC_004293,Arenaviridae
NC_011555,Bromoviridae
NC_004559,Geminiviridae
NC_004558,Geminiviridae
NC_003643,Nanoviridae
NC_004450,Caulimoviridae
NC_004541,Caliciviridae
NC_004752,Potyviridae
NC_001982,Alphatetraviridae
NC_002561,Spinareoviridae
NC_003542,Bromoviridae
NC_004188,Spinareoviridae
NC_005097,Secoviridae
NC_008300,Tospoviridae
NC_004158,Nairoviridae
NC_005236,Hantaviridae
NC_003832,Tospoviridae
NC_003841,Tospoviridae
NC_003843,Tospoviridae
NC_003569,Bromoviridae
NC_008304,Geminiviridae
NC_004294,Arenaviridae
NC_004613,Geminiviridae
NC_001549 NC_001870,Retroviridae
NC_004647,Geminiviridae
NC_005996,Sedoreoviridae
NC_006020,Sedoreoviridae
NC_006021,Sedoreoviridae
NC_005978,Chrysoviridae
NC_005979,Chrysoviridae
NC_005980,Chrysoviridae
NC_002037,Nodaviridae
NC_007241,Partitiviridae
NC_003287,Inoviridae
NC_004648,Geminiviridae
NC_004657,Geminiviridae
NC_002363,Inoviridae
NC_002526,Rhabdoviridae
NC_002598,Tombusviridae
NC_002161,Paramyxoviridae
NC_013105,Fimoviridae
NC_013106,Fimoviridae
NC_013108,Fimoviridae
NC_013109,Partitiviridae
NC_013110,Partitiviridae
NC_013111,Botourmiaviridae
NC_013112,Botourmiaviridae
NC_011052,Geminiviridae
NC_004675,Geminiviridae
NC_007585,Spinareoviridae
NC_007583,Spinareoviridae
NC_001803,Pneumoviridae
NC_001574,Caulimoviridae
NC_005065,Closteroviridae
NC_013113,Botourmiaviridae
NC_012754,Sedoreoviridae
NC_013117,Papillomaviridae
NC_006006,Sedoreoviridae
NC_003557,Betaflexiviridae
NC_002063,Totiviridae
NC_004199,Sedoreoviridae
NC_005903,Potyviridae
NC_008374,Geminiviridae
NC_008373,Geminiviridae
NC_004736,Inoviridae
NC_003634,Tymoviridae
NC_003673,Bromoviridae
NC_004778,Baculoviridae
NC_004211,Sedoreoviridae
NC_004217,Sedoreoviridae
NC_004218,Sedoreoviridae
NC_013133,Mayoviridae
NC_013134,Mayoviridae
NC_003741,Secoviridae
NC_001899,Parvoviridae
NC_001946,Betaflexiviridae
NC_001954,Inoviridae
NC_001977,Tymoviridae
NC_001987,Orthoherpesviridae
NC_014510,Geminiviridae
NC_014511,Sedoreoviridae
NC_014512,Sedoreoviridae
NC_001981,Alphatetraviridae
NC_002180,Microviridae
NC_001792 NC_006266,Circoviridae
NC_002041,Virgaviridae
NC_001466,Geminiviridae
NC_001484,Hepadnaviridae
NC_014513,Sedoreoviridae
NC_014514,Sedoreoviridae
NC_014517,Sedoreoviridae
NC_014518,Sedoreoviridae
NC_014519,Sedoreoviridae
NC_014520,Sedoreoviridae
NC_014522,Sedoreoviridae
NC_015784,Caulimoviridae
NC_001513,Tymoviridae
NC_001652,Rhabdoviridae
NC_001962 NC_012672,Baculoviridae
NC_001964,Totiviridae
NC_000903,Rhabdoviridae
NC_002206,Orthomyxoviridae
NC_014525,Sedoreoviridae
NC_014526,Sedoreoviridae
NC_014528,Sedoreoviridae
NC_014529,Sedoreoviridae
NC_014530,Sedoreoviridae
NC_014531,Sedoreoviridae
NC_000960,Hypoviridae
NC_002064,Totiviridae
NC_002543,Geminiviridae
NC_002551,Caliciviridae
NC_002562,Spinareoviridae
NC_002564,Spinareoviridae
AC_000005,Adenoviridae
AC_000008,Adenoviridae
NC_014464,Chrysoviridae
NC_002565,Spinareoviridae
NC_002566,Spinareoviridae
NC_002567,Spinareoviridae
NC_001403,Retroviridae
NC_001963,Totiviridae
NC_002563,Spinareoviridae
NC_002042,Virgaviridae
NC_009612,Geminiviridae
NC_014542,Geminiviridae
NC_002557,Spinareoviridae
NC_003378,Caulimoviridae
NC_002201,Retroviridae
NC_003471,Partitiviridae
NC_003502,Secoviridae
NC_014546,Virgaviridae
NC_003668,Virgaviridae
NC_003671,Bromoviridae
NC_003723,Virgaviridae
NC_003749,Spinareoviridae
NC_011500,Sedoreoviridae
NC_003543,Bromoviridae
NC_003601,Totiviridae
NC_003756,Tombusviridae
NC_003757,Spinareoviridae
NC_003771,Spinareoviridae
NC_003783,Dicistroviridae
NC_003784,Dicistroviridae
NC_003822,Geminiviridae
NC_015070,Nodaviridae
NC_012698,Potyviridae
NC_007542,Chrysoviridae
NC_008038,Bromoviridae
NC_001918,Picornaviridae
NC_007524,Spinareoviridae
NC_007525,Spinareoviridae
NC_007526,Spinareoviridae
NC_007528,Spinareoviridae
NC_007529,Spinareoviridae
NC_015469,Tospoviridae
NC_016144,Filoviridae
NC_009241,Sedoreoviridae
NC_006507,Orthomyxoviridae
NC_006508,Orthomyxoviridae
NC_006497,Orthomyxoviridae
NC_000883,Parvoviridae
NC_005227,Hantaviridae
NC_007189,Inoviridae
NC_001409,Betaflexiviridae
NC_007815,Retroviridae
NC_011535,Tombusviridae
NC_007903,Arenaviridae
NC_007154,Spinareoviridae
NC_005947,Retroviridae
NC_006064,Bromoviridae
NC_005283,Paramyxoviridae
NC_003983 NC_003077,Picornaviridae
NC_016152,Arenaviridae
NC_016153,Arenaviridae
NC_003839,Secoviridae
NC_006558,Togaviridae
NC_004422,Virgaviridae
NC_001818,Tombusviridae
NC_004651,Geminiviridae
NC_004192,Geminiviridae
NC_005285,Tombusviridae
NC_016155,Astroviridae
NC_009891,Picornaviridae
NC_003347,Tymoviridae
NC_005148,Circoviridae
NC_004144,Nodaviridae
NC_003608,Tombusviridae
NC_004068,Papillomaviridae
NC_005343,Betaflexiviridae
NC_001812,Alphaflexiviridae
NC_002792,Virgaviridae
NC_009520,Partitiviridae
NC_009521,Partitiviridae
NC_001542,Rhabdoviridae
NC_010305,Betaflexiviridae
NC_001564,Flaviviridae
NC_008180,Sedoreoviridae
NC_007674,Spinareoviridae
NC_001619,Papillomaviridae
NC_001591 NC_013591,Papillomaviridae
NC_002816,Baculoviridae
NC_002817,Geminiviridae
NC_002981,Geminiviridae
NC_001458,Papillomaviridae
NC_003113,Iflaviridae
NC_002169,Baculoviridae
NC_002560,Spinareoviridae
NC_001921,Paramyxoviridae
NC_004221,Sedoreoviridae
NC_003397,Potyviridae
NC_010346,Partitiviridae
NC_010347,Partitiviridae
NC_010348,Partitiviridae
NC_010352,Geminiviridae
NC_024779,Geminiviridae
NC_002691,Nodaviridae
NC_002701,Totiviridae
NC_003102,Baculoviridae
NC_006150,Orthoherpesviridae
NC_003451,Bromoviridae
NC_007372,Orthomyxoviridae
NC_006572,Arenaviridae
NC_007221,Partitiviridae
NC_001826,Orthoherpesviridae
NC_002468,Betaflexiviridae
NC_008779,Geminiviridae
NC_024781,Filoviridae
NC_003452,Bromoviridae
NC_003453,Bromoviridae
NC_005092,Iflaviridae
NC_003697,Spinareoviridae
NC_003702,Spinareoviridae
NC_003703,Spinareoviridae
NC_006433,Hantaviridae
NC_017099,Hypoviridae
NC_004054,Mitoviridae
NC_026432,Orthomyxoviridae
NC_004042,Geminiviridae
NC_004764,Polyomaviridae
NC_001648,Caulimoviridae
NC_001605,Papillomaviridae
NC_003199,Geminiviridae
NC_003867,Geminiviridae
NC_003020,Spinareoviridae
NC_003021,Spinareoviridae
NC_003018,Spinareoviridae
NC_005032,Geminiviridae
NC_016758,Quadriviridae
NC_016759,Quadriviridae
NC_016757,Quadriviridae
NC_005029,Potyviridae
NC_004906,Orthomyxoviridae
NC_004907,Orthomyxoviridae
NC_001595,Papillomaviridae
NC_003700,Spinareoviridae
NC_003059,Retroviridae
NC_004035,Potyviridae
NC_003665,Geminiviridae
NC_008824,Potyviridae
NC_014598,Spinareoviridae
NC_014600,Spinareoviridae
NC_014601,Spinareoviridae
NC_014603,Spinareoviridae
NC_014604,Spinareoviridae
NC_014605,Spinareoviridae
NC_001937,Geminiviridae
NC_002047,Geminiviridae
NC_001934,Geminiviridae
NC_010701,Arenaviridae
NC_001330,Microviridae
NC_002014,Inoviridae
NC_001366,Picornaviridae
NC_003023,Spinareoviridae
NC_003016,Spinareoviridae
NC_003025,Spinareoviridae
NC_008236,Geminiviridae
NC_008514 NC_025398,Rhabdoviridae
NC_008516,Tobaniviridae
NC_006495,Orthomyxoviridae
NC_004120,Bromoviridae
NC_004650,Geminiviridae
NC_008731,Spinareoviridae
NC_005176,Spinareoviridae
NC_006320,Phenuiviridae
NC_004612,Geminiviridae
NC_004662,Geminiviridae
NC_015411,Phenuiviridae
NC_015412,Phenuiviridae
NC_015414,Secoviridae
NC_001480,Tymoviridae
NC_010706,Partitiviridae
NC_001702,Retroviridae
NC_001402,Retroviridae
NC_003852,Virgaviridae
NC_004106,Virgaviridae
NC_003019,Spinareoviridae
NC_003024,Spinareoviridae
NC_004198,Sedoreoviridae
NC_001369,Geminiviridae
NC_001461,Flaviviridae
NC_003793,Plectroviridae
NC_004301,Fiersviridae
NC_001420,Microviridae
NC_002046,Geminiviridae
NC_009605,Geminiviridae
NC_010700,Arenaviridae
NC_001647,Geminiviridae
NC_010253,Arenaviridae
NC_010743,Spinareoviridae
NC_003884,Partitiviridae
NC_004043,Geminiviridae
NC_002766,Solemoviridae
NC_004099,Geminiviridae
NC_015415,Secoviridae
NC_015413,Phenuiviridae
NC_002018,Orthomyxoviridae
NC_001493,Alloherpesviridae
NC_001508,Geminiviridae
NC_001523,Papillomaviridae
NC_003779,Dicistroviridae
NC_003355,Virgaviridae
NC_004995,Tombusviridae
NC_005846,Geminiviridae
NC_004690,Baculoviridae
NC_009244,Sedoreoviridae
NC_004204,Sedoreoviridae
NC_002025,Bromoviridae
NC_003664,Geminiviridae
NC_003648,Nanoviridae
NC_004630,Geminiviridae
NC_011062,Betaflexiviridae
NC_009250,Sedoreoviridae
NC_002190,Parvoviridae
NC_009609,Rhabdoviridae
NC_007588,Spinareoviridae
NC_003809,Bromoviridae
NC_011592,Caulimoviridae
NC_004362,Bromoviridae
NC_003759,Spinareoviridae
NC_003758,Spinareoviridae
NC_003769,Spinareoviridae
NC_003650,Bromoviridae
NC_001531,Papillomaviridae
NC_009246,Sedoreoviridae
NC_003468,Hantaviridae
NC_005848,Bromoviridae
NC_005849,Bromoviridae
NC_004108,Peribunyaviridae
NC_002692,Virgaviridae
NC_009896,Peribunyaviridae
NC_003722,Geminiviridae
NC_003550,Secoviridae
NC_003623,Secoviridae
NC_003694,Secoviridae
NC_001365,Plectroviridae
NC_009640,Paramyxoviridae
NC_012212,Marnaviridae
NC_013035,Papillomaviridae
NC_006496,Orthomyxoviridae
NC_004656,Geminiviridae
NC_001984,Geminiviridae
NC_014397 NC_002043,Phenuiviridae
NC_001600,Tombusviridae
NC_003660,Spinareoviridae
NC_004765,Papillomaviridae
NC_010756,Arenaviridae
NC_007339,Geminiviridae
NC_007533,Spinareoviridae
NC_001505,Polyomaviridae
NC_006263,Parvoviridae
NC_001618,Retroviridae
NC_005775,Peribunyaviridae
NC_001598,Closteroviridae
NC_001497,Caulimoviridae
NC_000869,Geminiviridae
NC_003644,Nanoviridae
NC_004100,Geminiviridae
NC_016769,Picornaviridae
NC_002328,Phenuiviridae
NC_003746,Rhabdoviridae
NC_004015,Virgaviridae
NC_008793,Geminiviridae
NC_007679,Alphaflexiviridae
NC_005080,Arenaviridae
NC_005041,Parvoviridae
NC_004195 NC_009752,Papillomaviridae
NC_012777,Arenaviridae
NC_013107,Fimoviridae
NC_001526,Papillomaviridae
NC_003518,Virgaviridae
NC_003519,Virgaviridae
NC_002500,Betaflexiviridae
NC_004189,Spinareoviridae
NC_001822,Tombusviridae
NC_004642,Geminiviridae
NC_001344,Hepadnaviridae
NC_003602,Betaflexiviridae
NC_001722,Retroviridae
NC_007159,Spinareoviridae
NC_007160,Spinareoviridae
NC_007540,Chrysoviridae
NC_007523,Totiviridae
NC_004641,Geminiviridae
NC_005226,Hantaviridae
NC_004439,Secoviridae
NC_004441,Picornaviridae
NC_004091,Geminiviridae
NC_009451,Geminiviridae
NC_002020,Orthomyxoviridae
NC_008168,Baculoviridae
NC_009608,Rhabdoviridae
NC_010955,Retroviridae
NC_008580,Caliciviridae
NC_003738,Secoviridae
NC_001350,Orthoherpesviridae
NC_010560,Closteroviridae
NC_010562,Arenaviridae
NC_010563,Arenaviridae
NC_009742,Potyviridae
NC_001658,Alphaflexiviridae
NC_006054,Aspiviridae
NC_003511,Virgaviridae
NC_004451,Picornaviridae
NC_004117 NC_011615,Baculoviridae
NC_005039,Flaviviridae
NC_015468,Tospoviridae
NC_004661,Geminiviridae
NC_007162,Spinareoviridae
NC_006260,Parvoviridae
NC_006261,Parvoviridae
NC_003744,Geminiviridae
NC_003799,Secoviridae
NC_005224,Hantaviridae
NC_003326 NC_010798,Geminiviridae
NC_015939,Hypoviridae
NC_007572,Sedoreoviridae
NC_007361,Orthomyxoviridae
NC_014357,Parvoviridae
NC_014474,Retroviridae
NC_014515,Sedoreoviridae
NC_014602,Sedoreoviridae
NC_010584,Spinareoviridae
NC_010587,Spinareoviridae
NC_010588,Spinareoviridae
NC_010592,Spinareoviridae
NC_010593,Spinareoviridae
NC_014930,Circoviridae
NC_003704,Spinareoviridae
NC_003705,Spinareoviridae
NC_003706,Spinareoviridae
NC_003707,Spinareoviridae
NC_003710,Partitiviridae
NC_003711,Partitiviridae
NC_003546,Bromoviridae
NC_003725,Virgaviridae
NC_015051,Geminiviridae
NC_003561,Nanoviridae
NC_004050,Narnaviridae
NC_004062,Baculoviridae
NC_005222,Hantaviridae
NC_005216,Hantaviridae
NC_003477,Nanoviridae
NC_010307,Geminiviridae
NC_004206,Sedoreoviridae
NC_004207,Sedoreoviridae
NC_004208,Sedoreoviridae
NC_004209,Sedoreoviridae
NC_004365,Dicistroviridae
NC_001452,Retroviridae
NC_004366,Tombusviridae
NC_004540,Caulimoviridae
NC_010226,Papillomaviridae
NC_006432,Filoviridae
NC_015397,Geminiviridae
NC_004569,Geminiviridae
NC_004725,Tombusviridae
NC_007586,Spinareoviridae
NC_007587,Spinareoviridae
NC_006561,Circoviridae
NC_011804,Geminiviridae
NC_005038,Baculoviridae
NC_001801,Virgaviridae
NC_004455,Retroviridae
NC_010343,Partitiviridae
NC_010344,Partitiviridae
NC_010345,Partitiviridae
NC_010350,Partitiviridae
NC_006262,Potyviridae
NC_004452,Tombusviridae
NC_002800,Partitiviridae
NC_004367,Orthoherpesviridae
NC_004755,Geminiviridae
NC_003475,Nanoviridae
NC_009890,Totiviridae
NC_001906,Paramyxoviridae
NC_005339,Paramyxoviridae
NC_005341,Parvoviridae
NC_016044,Potyviridae
NC_002362,Inoviridae
